,Tweet,Label
182,"Introducing the @adidas Al Hilm — the official match ball for the #FIFAWorldCup semi-finals and final. 

Johannes Holzmüller, Director of Football Technology and Innovation at FIFA, explains more about the technological advances in the tournament ball designs:",Sports
183,"Last night, the #FIFAWorldCup journey came to an end for @selecaoportugal and @England. 

Thank you to the teams and their fans for being an incredible part of #Qatar2022. https://t.co/QQcl9VBqsl",Sports
184,"Congratulations to #Qatar2022's final four!

🇦🇷 @Argentina 
🇭🇷 @HNS_CFF 
🇫🇷 @equipedefrance 
🇲🇦 @EnMaroc https://t.co/QffAgznayJ",Sports
185,"Football is family ❤️

We love these scenes of @EnMaroc's players celebrating with their loved ones at full time! https://t.co/UT13DnBNbU",Sports
186,"Former @England international @IanWright0 on why FIFA's Social Media Protection Service can play its part in protecting players during a major tournament.

#NoDiscrimination",Sports
187,"The first African team ever to reach the semi-finals of the #FIFAWorldCup, @EnMaroc 👏🇲🇦 https://t.co/zy1cISesYL",Sports
188,"Important to protect the players.

@MehdiBenatia explains why FIFA's Social Media Protection Service can be an important tool at the @FIFAWorldCup.

#NoDiscrimination",Sports
189,"@DFB_Team_EN @Manuel_Neuer Wishing you a speedy recovery, @Manuel_Neuer 🙏",Sports
190,"@jjenas8 @FIFAWorldCup FIFA and @FIFPRO are protecting teams taking part at this year’s #FIFAWorldCup from online abuse.

@jjenas8 explains how the service will benefit players during #Qatar2022: https://t.co/TVppKsBwZG

#NoDiscrimination https://t.co/Pz0mwTK3Sq",Sports
191,"When @jjenas8 was at the 2006 @FIFAWorldCup, he didn’t have to worry about being abused on social media. Today’s players are not so lucky.

#NoDiscrimination https://t.co/IuesfcGxqk",Sports
192,"Two teams which gave us unforgettable #FIFAWorldCup memories. 

Thank you for playing an incredible part at #Qatar2022, @CBF_Futebol and @OnsOranje. https://t.co/s5yy7qqF1r",Sports
193,FIFA President expresses condolences to family and friends of Grant Wahl. https://t.co/WoEN5hUMve,Sports
194,"In previous @FIFAWWC tournaments, @CarliLloyd has switched her phone off completely to silence the hate. That shouldn't be the answer. 

That's why the @USWNT legend believes FIFA's Social Media Protection Service will help players at the @FIFAWorldCup.",Sports
195,"Being abused online is not an acceptable consequence of representing your country on the biggest stage.

FIFA and @FIFPRO are working together to protect players from online abuse throughout the @FIFAWorldCup. 

#NoDiscrimination",Sports
196,"🇧🇷🆚🇭🇷

The first quarter-final of the #FIFAWorldCup is underway!

#FootballUnitesTheWorld https://t.co/InK8zz4eR7",Sports
197,"Standing together to say #NoDiscrimination. 

Ahead of International Human Rights Day on Saturday 10 December, FIFA and @WHO will reinforce the message that there is no place for discrimination of any kind, anywhere.",Sports
198,"Want to experience a FIFA tournament as a volunteer? 

Applications are now open for the 2023 @FIFAWWC in Australia and New Zealand: https://t.co/UngXszAAuV https://t.co/TJnWenGVk7",Sports
199,"""I sometimes joke that I have more World Cup participations than Messi!""

Meet Hubert Bihler, the 76-year-old volunteer from Germany participating in his sixth FIFA tournament:",Sports
200,"For the first time in tournament history, fans of all 32 nations have been based in the same city for the #FIFAWorldCup. 

FIFA President Gianni Infantino reflects on the joyful atmosphere seen in Qatar so far — and the power of football to bring people together:",Sports
201,"FIFA is live on @Instagram 👋

Follow us as we celebrate how #FootballUnitesTheWorld 🌎📸

👉 https://t.co/gv7w14OpqZ https://t.co/17l8dnGhpR",Sports
202,"The most powerful goal so far at #Qatar2022? Luis Chávez's strike against @SaudiNT for @miseleccionmx 💥

The Al Rihla, @adidas' official ball for the #FIFAWorldCup, contains technology to help track data at the tournament.

Find out more:",Sports
203,"@BelRedDevils @hazardeden10 Thank you for the memories, Eden ❤️",Sports
204,"After 5️⃣6️⃣ games in 1️⃣7️⃣ days, we've reached the first 'rest day' of #Qatar2022. 

FIFA President Gianni Infantino reflects on what we've seen so far at the @fifaworldcup – and his hopes for the last eight matches:",Sports
205,"""Thank you coach Walid. Thank you Yassine Bounou. Today you have marked Moroccan history."" 🇲🇦

A Moroccan journalist expresses how much @EnMaroc's Round of 16 victory means to him and his country ❤️

https://t.co/mnmqkKSoiA",Sports
206,"Last night, the #FIFAWorldCup journey came to an end for @SEFutbol and @nati_sfv_asf.

Thank you for playing a special part at #Qatar2022 👏 https://t.co/U0i0v0jMAd",Sports
207,"Into the #FIFAWorldCup quarter-finals for the first time ever.

A historic moment for @EnMaroc 🇲🇦🙌 https://t.co/bzTCqBmVa1",Sports
208,"""Football can leave a lasting legacy around the globe.""  🌍

Maniche, who represented @selecaoportugal at the #FIFAWorldCup, on the positive impact football can have on people and communities 🙌

#FootballUnitesTheWorld https://t.co/5mYKmvEhAz",Sports
209,"Youngsters from around the world got the chance to meet two FIFA Legends and enjoy a special FIFA Football For Schools session at the 3-2-1 Olympic and Sports Museum in Doha.

#EducationForAll | #FIFAWorldCup",Sports
210,"Where education meets football. 📚⚽️

FIFA Football For Schools inspires children to learn life skills through fun football sessions. The programme is #EducationForAll – FIFA’s campaign with @UNESCO – in action. Find out more here:",Sports
211,"A fantastic run at the #FIFAWorldCup for @theKFA!

Thank you for playing your part at #Qatar2022 ❤️ https://t.co/RQ8WYZPT7w",Sports
212,"To the @jfa_samuraiblue fans who – win or lose – helped clean stadiums after matches: thank you! 🙌

#SaveThePlanet | #FIFAWorldCup https://t.co/81ZyAkFu0F",Sports
213,"Showing their class on and off the pitch 👏

Their journey at the tournament may be over, but @jfa_samuraiblue's players, staff and fans certainly left their mark on #Qatar2022! https://t.co/tWjYegjBVs",Sports
214,"💚💛

@CBF_Futebol put on a show for Pelé 🙏🇧🇷 https://t.co/EnsZ52slEy",Sports
215,"Aproveite o jogo, @Pele! 🇧🇷",Sports
216,"Looks like our volunteers know how to #BringTheMoves as well! 🕺💃 

#InternationalVolunteerDay 

https://t.co/UQwPdBuw5A",Sports
217,"Did you know that 60% of children globally are unable to read and understand simple text by the age of 10?

Education must be transformed globally. That’s why FIFA has united with @UNESCO to drive awareness of #EducationForAll during the #FIFAWorldCup. 

Find out more:",Sports
218,"Recognising the amazing work of our 20,000 volunteers at the @FIFAWorldCup! 👏

#InternationalVolunteerDay

https://t.co/4nJa3BmIQ4",Sports
219,"20,000 volunteers 👥
150 nationalities 🌍

On #InternationalVolunteerDay, we're celebrating the thousands of volunteers who have worked so hard to make #Qatar2022 possible 🙌",Sports
220,"What a welcome back to basecamp for @England! 🥳

#FootballUnitesTheWorld 

https://t.co/TwsFfFuGjC",Sports
221,"It's the end of the #FIFAWorldCup journey for @LaczyNasPilka and @Fsfofficielle. 

Thank you to the teams and fans for playing a special part at #Qatar2022 👏 https://t.co/EAd5OlXk6A",Sports
222,"#DidYouKnow, goals from open-play crosses are up 83% from #FIFAWorldCup 2018? 

The FIFA Technical Study Group have offered their latest insights after the final round of group games in Qatar. Find out more:",Sports
223,"Teaching positive life values through football. 

France adopted FIFA's Football for Schools programme in September, helping to empower thousands of children across the country through football: 

#EducationForAll",Sports
224,"“Football is a great tool for teaching values such as team spirit and respect, and for developing life skills such as self-confidence.”

Audrey Azoulay, @UNESCO Director-General, on how football and education can transform lives.

 #EducationForAll",Sports
225,"Kathryn Nesbitt is set to become the first-ever woman to officiate a Men’s @FIFAWorldCup Round of 16 match when @England take on @Fsfofficielle tonight. 

From a professor of chemistry to making history at #Qatar2022, what a story 🙌",Sports
226,"""Football is its own language, its own vibe.""

Former @England striker @IanWright0 on the unique power of football 🙌

#FootballUnitesTheWorld https://t.co/SeXhEeQlhY",Sports
227,"United through football ⚽️🌍

Fans from all 32 participating nations competed at the FIFA Fans' Cup in Doha, where the team from Poland 🇵🇱 were crowned champions 🏆

https://t.co/cZbMacoco1",Sports
228,"Class from Messi 👏

Keeping his promise to give @Socceroos midfielder @cammy_devlin his shirt after the game 🤝

#FIFAWorldCup @Argentina

https://t.co/sBjm9AHkKz",Sports
229,Thank you to the @Socceroos and @USMNT for being an incredible part of the #FIFAWorldCup 🙌 https://t.co/aVukDO070U,Sports
230,"@OnsOranje @USMNT @WHO We challenged @OnsOranje to #BringTheMoves, and they answered! 

And so did the boss 🕺

https://t.co/LVKkY2K8dT",Sports
231,"It may be 6.00am in Melbourne, but @FedSquare is still packed out for the #FIFAWorldCup 😍

@Socceroos #FIFAWorldCup

https://t.co/JiImPeo0g2",Sports
232,"From a first @FIFAWorldCup with teams from all continents in the Round of 16 to over 2.45 million people attending matches, take a look at the facts and figures behind a record-breaking group stage at #Qatar2022! 👀",Sports
233,"@OnsOranje Will we see any of the @OnsOranje players #BringTheMoves against @USMNT tonight?

#BeActive @WHO https://t.co/TG2X3GG7Yp",Sports
234,"First up in the Round of 16…The @OnsOranje fans are in the #FIFAWorldCup mood! 🙌🧡 

https://t.co/TTMuhOxaow",Sports
235,"From Florida to New York, the whole of America has been celebrating the @USMNT at the #FIFAWorldCup 😍🌎

https://t.co/38ZQdMniXs",Sports
236,"Using the power of football and the @FIFAWorldCup to drive awareness of the need to end education poverty.

The Round of 16 matches will be dedicated to #EducationForAll – FIFA’s campaign with @UNESCO that aims to transform lives through football and education. Find out more:",Sports
237,"For the first time ever, three @theafcdotcom representatives have reached the #FIFAWorldCup Round of 16 👏

@theKFA 🇰🇷 
@Socceroos 🇦🇺
@jfa_samuraiblue 🇯🇵 https://t.co/wzL81qbm30",Sports
238,"@roadto2022 @EnMaroc @FRMFOFFICIEL Making #Qatar2022 accessible to visually impaired fans ✅

Thanks to FIFA's Audio Descriptive Commentary Service, blind and partially sighted fans can listen to a detailed account of all #FIFAWorldCup matches, whether in the stadium, or at home: https://t.co/Pg4Oy74zLq https://t.co/6JtmcVFqSO",Sports
239,"Read how sensory rooms at #Qatar2022's stadiums are helping supporters with access requirements enjoy the #FIFAWorldCup to its fullest: https://t.co/vly8GG4Tw3

#IDPD https://t.co/sVtKyxrh0m",Sports
240,Where it all started for the reigning #FIFAWorldCup champions! 👏,Sports
241,"Recognising the contribution that football clubs make to the success of the #FIFAWorldCup, FIFA will distribute USD 209 million via the Club Benefits Programme. Find out more here:",Sports
